complaint,category
Very frustrated customer here. Pharmacy kept my prescription but claimed they never received it. I will escalate this to a higher authority.,Healthcare & Pharmacy
Extremely disappointed. Internet speed drops to zero every evening even though I pay for 100 Mbps. Please resolve this as a matter of urgency.,Telecom & Internet
Third time complaining about this. Clinic lost my medical test reports and asked me to repeat all tests. I am considering switching to a competitor.,Healthcare & Pharmacy
Third time complaining about this. International transaction was blocked without any prior notice. I demand immediate resolution.,Banking & Finance
Filing a formal complaint. Promo code was accepted but full price was charged on my final bill. My entire family is affected by this issue.,Food Delivery & Restaurant
Worst experience ever. Food quality has declined drastically and portions have become much smaller. I am considering switching to a competitor.,Food Delivery & Restaurant
Filing a formal complaint. Pharmacy dispensed expired medicine and refused to accept responsibility. This is absolutely unacceptable.,Healthcare & Pharmacy
I cannot believe this happened. Debit card declined at the supermarket even though I had available funds. I will escalate this to a higher authority.,Banking & Finance
Filing a formal complaint. Data rollover feature was removed without any notification or consent. I will escalate this to a higher authority.,Telecom & Internet
I cannot believe this happened. Hospital discharged me prematurely and my condition worsened within 24 hours. I am considering switching to a competitor.,Healthcare & Pharmacy
I cannot believe this happened. Overdraft fee charged even though I had sufficient balance in my account. Please resolve this as a matter of urgency.,Banking & Finance
I cannot believe this happened. Product was listed in-stock but order was cancelled after five days. Awaiting your prompt response.,E-commerce & Shopping
Very frustrated customer here. Product was listed in-stock but order was cancelled after five days. This is absolutely unacceptable.,E-commerce & Shopping
Long-time loyal customer here. The bank closed my account without any reason or advance notification.,Banking & Finance
Very frustrated customer here. Online banking portal crashes every time I try to transfer money. I am considering switching to a competitor.,Banking & Finance
Cheque bounced due to a bank error even though funds were available. Please resolve this as a matter of urgency.,Banking & Finance
Filing a formal complaint. Discount code was not applied at checkout despite being valid and active. My entire family is affected by this issue.,E-commerce & Shopping
Filing a formal complaint. Nurse administered incorrect dosage of injection and hospital denied the mistake. I will escalate this to a higher authority.,Healthcare & Pharmacy
Filing a formal complaint. Router provided by the company is defective and replacement is taking weeks. Awaiting your prompt response.,Telecom & Internet
Extremely disappointed. Pharmacy dispensed expired medicine and refused to accept responsibility. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Filing a formal complaint. Customer care is not responding to my complaint about the spoiled food. Please resolve this as a matter of urgency.,Food Delivery & Restaurant
Third time complaining about this. The bank froze my account without any prior notice and I cannot access my funds.,Banking & Finance
My health insurance claim was rejected without any proper justification. I demand immediate resolution.,Healthcare & Pharmacy
Long-time loyal customer here. Unauthorized transactions appeared on my statement and the bank refuses to investigate.,Banking & Finance
Filing a formal complaint. Flash sale price was shown but full price was charged at checkout. My entire family is affected by this issue.,E-commerce & Shopping
Very frustrated customer here. Subscription was auto-renewed without sending any reminder or notification. This is absolutely unacceptable.,Telecom & Internet
Very frustrated customer here. Prepaid balance disappeared from my account without any deduction history. I will escalate this to a higher authority.,Telecom & Internet
The restaurant lied about preparation time and order was two hours late. Awaiting your prompt response.,Food Delivery & Restaurant
Extremely disappointed. Received items from a completely different order meant for someone else. My entire family is affected by this issue.,Food Delivery & Restaurant
Long-time loyal customer here. App charged my card twice for the same single food order. I will escalate this to a higher authority.,Food Delivery & Restaurant
"Extremely disappointed. SMS verification codes are not delivered, blocking me from using banking apps. I am considering switching to a competitor.",Telecom & Internet
Prepaid balance disappeared from my account without any deduction history. I demand immediate resolution.,Telecom & Internet
Worst experience ever. Seller is asking for direct payment outside the platform. This is absolutely unacceptable.,E-commerce & Shopping
I cannot believe this happened. Cheque bounced due to a bank error even though funds were available. Please resolve this as a matter of urgency.,Banking & Finance
Worst experience ever. My regular restaurant suddenly disappeared from the app without any notice. I will escalate this to a higher authority.,Food Delivery & Restaurant
Very frustrated customer here. Made to wait five hours even though I had a confirmed appointment. This is absolutely unacceptable.,Healthcare & Pharmacy
I have a severe nut allergy and they sent food with nuts despite instructions. This is absolutely unacceptable.,Food Delivery & Restaurant
Wrong items were delivered and the restaurant refused to send replacements. Please resolve this as a matter of urgency.,Food Delivery & Restaurant
Cheque bounced due to a bank error even though funds were available. My entire family is affected by this issue.,Banking & Finance
Worst experience ever. Cheque bounced due to a bank error even though funds were available. This is absolutely unacceptable.,Banking & Finance
Worst experience ever. App charged my card twice for the same single food order. My entire family is affected by this issue.,Food Delivery & Restaurant
Extremely disappointed. Insurance denied pre-authorization for a surgery recommended by my doctor. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
I cannot believe this happened. The restaurant lied about preparation time and order was two hours late. I will escalate this to a higher authority.,Food Delivery & Restaurant
Seller sent a counterfeit product and the platform is taking no action. This is absolutely unacceptable.,E-commerce & Shopping
Worst experience ever. Warranty claim rejected even though the product failed within warranty period.,E-commerce & Shopping
Worst experience ever. I ordered a laptop but received a completely different product in the package. This is absolutely unacceptable.,E-commerce & Shopping
Very frustrated customer here. Billed for a service I never subscribed to and cancellation was denied. Awaiting your prompt response.,Telecom & Internet
Long-time loyal customer here. Mobile app keeps logging me out and I cannot complete any transactions. Awaiting your prompt response.,Banking & Finance
Medical records were shared with a third party without my consent. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Extremely disappointed. Bank teller was extremely rude and refused to process my cheque. I will escalate this to a higher authority.,Banking & Finance
Extremely disappointed. Health app is showing incorrect readings and support is unresponsive. Awaiting your prompt response.,Healthcare & Pharmacy
Worst experience ever. Call dropping issue persists in my area since two months with no resolution.,Telecom & Internet
Extremely disappointed. Fiber installation was promised in two days but it has been three weeks. Please resolve this as a matter of urgency.,Telecom & Internet
Worst experience ever. Charging me for a device I returned in good condition last month. I am considering switching to a competitor.,Telecom & Internet
Worst experience ever. Discount code was not applied at checkout despite being valid and active. I will escalate this to a higher authority.,E-commerce & Shopping
Filing a formal complaint. Mobile app keeps logging me out and I cannot complete any transactions. My entire family is affected by this issue.,Banking & Finance
Broadband was down for five consecutive days and no technician was sent. Awaiting your prompt response.,Telecom & Internet
Long-time loyal customer here. Router provided by the company is defective and replacement is taking weeks. This is absolutely unacceptable.,Telecom & Internet
Long-time loyal customer here. Size chart was completely wrong and the returned item is being refused. I will escalate this to a higher authority.,E-commerce & Shopping
Filing a formal complaint. Charged international roaming rates even though I was in the home country. I demand immediate resolution.,Telecom & Internet
I cannot believe this happened. Seller is asking for direct payment outside the platform. Awaiting your prompt response.,E-commerce & Shopping
Extremely disappointed. Online doctor consultation app showed doctor available but was unresponsive. I will escalate this to a higher authority.,Healthcare & Pharmacy
Third time complaining about this. I applied for a refund three months ago and still have not received it.,Banking & Finance
Very frustrated customer here. Discount code was not applied at checkout despite being valid and active.,E-commerce & Shopping
Extremely disappointed. My regular restaurant suddenly disappeared from the app without any notice. My entire family is affected by this issue.,Food Delivery & Restaurant
Extremely disappointed. Customer care is not responding to my complaint about the spoiled food. I will escalate this to a higher authority.,Food Delivery & Restaurant
Very frustrated customer here. Prescription delivery from online pharmacy arrived three weeks late. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Filing a formal complaint. Customer support is unreachable; I have been on hold for hours. My entire family is affected by this issue.,Telecom & Internet
Very frustrated customer here. Doctor rushed the consultation in under two minutes and barely examined me. Awaiting your prompt response.,Healthcare & Pharmacy
Third time complaining about this. Refund for missing items was denied even though I sent photographic evidence. I am considering switching to a competitor.,Food Delivery & Restaurant
Extremely disappointed. Doctor rushed the consultation in under two minutes and barely examined me. I demand immediate resolution.,Healthcare & Pharmacy
Third time complaining about this. Customer care is not responding to my complaint about the spoiled food. This is absolutely unacceptable.,Food Delivery & Restaurant
Long-time loyal customer here. Customer service chatbot is useless and no human agent is available. I will escalate this to a higher authority.,E-commerce & Shopping
Pharmacy kept my prescription but claimed they never received it. I am considering switching to a competitor.,Healthcare & Pharmacy
Very frustrated customer here. The food smelled rotten and appeared cooked several hours before delivery. My entire family is affected by this issue.,Food Delivery & Restaurant
Very frustrated customer here. My unlimited plan was throttled to 2G speeds after just ten days. Please resolve this as a matter of urgency.,Telecom & Internet
Filing a formal complaint. Charged for a specialist visit but I only saw a general practitioner. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Worst experience ever. Order tracking has not been updated for a week and nobody knows where it is. Awaiting your prompt response.,E-commerce & Shopping
Third time complaining about this. Delivery driver marked the order as delivered but it never arrived. I will escalate this to a higher authority.,Food Delivery & Restaurant
Worst experience ever. The bank closed my account without any reason or advance notification. Please resolve this as a matter of urgency.,Banking & Finance
Very frustrated customer here. Signal strength is extremely poor inside my house despite being in coverage zone. I will escalate this to a higher authority.,Telecom & Internet
Very frustrated customer here. Ambulance arrived thirty minutes late for an emergency call. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
I cannot believe this happened. The restaurant lied about preparation time and order was two hours late. Awaiting your prompt response.,Food Delivery & Restaurant
Third time complaining about this. Return request was rejected without any valid reason by the seller. I demand immediate resolution.,E-commerce & Shopping
I cannot believe this happened. Signal strength is extremely poor inside my house despite being in coverage zone. Please resolve this as a matter of urgency.,Telecom & Internet
I cannot believe this happened. My regular restaurant suddenly disappeared from the app without any notice. I am considering switching to a competitor.,Food Delivery & Restaurant
Technical team closed my ticket without fixing the connectivity issue. Awaiting your prompt response.,Telecom & Internet
Seller is asking for direct payment outside the platform. This is absolutely unacceptable.,E-commerce & Shopping
I cannot believe this happened. Made to wait five hours even though I had a confirmed appointment. My entire family is affected by this issue.,Healthcare & Pharmacy
Extremely disappointed. My account was hacked and fraudulent orders were placed using my saved card.,E-commerce & Shopping
"Worst experience ever. SMS verification codes are not delivered, blocking me from using banking apps. I will escalate this to a higher authority.",Telecom & Internet
Extremely disappointed. Delivery partner did not follow the contactless delivery instructions.,Food Delivery & Restaurant
Filing a formal complaint. Received a bill three times higher than my usual monthly charges. My entire family is affected by this issue.,Telecom & Internet
Very frustrated customer here. Package arrived completely damaged and the contents were broken. Awaiting your prompt response.,E-commerce & Shopping
Worst experience ever. Customer service chatbot is useless and no human agent is available. I am considering switching to a competitor.,E-commerce & Shopping
Third time complaining about this. Data rollover feature was removed without any notification or consent. Please resolve this as a matter of urgency.,Telecom & Internet
Long-time loyal customer here. Nurse administered incorrect dosage of injection and hospital denied the mistake. Awaiting your prompt response.,Healthcare & Pharmacy
Appointment was scheduled but the doctor did not show up at the clinic.,Healthcare & Pharmacy
Filing a formal complaint. Subscription box sent last month's items again instead of new products.,E-commerce & Shopping
Long-time loyal customer here. Seller sent a counterfeit product and the platform is taking no action. I will escalate this to a higher authority.,E-commerce & Shopping
Long-time loyal customer here. The food smelled rotten and appeared cooked several hours before delivery. Awaiting your prompt response.,Food Delivery & Restaurant
Third time complaining about this. My regular restaurant suddenly disappeared from the app without any notice. Awaiting your prompt response.,Food Delivery & Restaurant
Filing a formal complaint. Mental health helpline put me on hold for forty minutes during a crisis. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Third time complaining about this. Insurance denied pre-authorization for a surgery recommended by my doctor. My entire family is affected by this issue.,Healthcare & Pharmacy
Filing a formal complaint. Prescription delivery from online pharmacy arrived three weeks late. This is absolutely unacceptable.,Healthcare & Pharmacy
Worst experience ever. Customer care is not responding to my complaint about the spoiled food. This is absolutely unacceptable.,Food Delivery & Restaurant
I cannot believe this happened. Medical records were shared with a third party without my consent. I demand immediate resolution.,Healthcare & Pharmacy
Filing a formal complaint. I was prescribed the wrong medication and it caused serious side effects. My entire family is affected by this issue.,Healthcare & Pharmacy
Pharmacy dispensed expired medicine and refused to accept responsibility. My entire family is affected by this issue.,Healthcare & Pharmacy
Extremely disappointed. Promo code was accepted but full price was charged on my final bill. I will escalate this to a higher authority.,Food Delivery & Restaurant
Long-time loyal customer here. Received items from a completely different order meant for someone else. My entire family is affected by this issue.,Food Delivery & Restaurant
Very frustrated customer here. The bank sent my personal details to the wrong email address. This is absolutely unacceptable.,Banking & Finance
Charged international roaming rates even though I was in the home country. Please resolve this as a matter of urgency.,Telecom & Internet
Very frustrated customer here. International transaction was blocked without any prior notice.,Banking & Finance
Third time complaining about this. Order was cancelled after thirty minutes of waiting without explanation. I am considering switching to a competitor.,Food Delivery & Restaurant
Filing a formal complaint. Unauthorized transactions appeared on my statement and the bank refuses to investigate. Please resolve this as a matter of urgency.,Banking & Finance
Restaurant accepted my order but never started preparing it for over an hour. My entire family is affected by this issue.,Food Delivery & Restaurant
Third time complaining about this. My mobile data was exhausted without usage and the company refuses to refund. Awaiting your prompt response.,Telecom & Internet
I cannot believe this happened. My health insurance claim was rejected without any proper justification. This is absolutely unacceptable.,Healthcare & Pharmacy
Worst experience ever. Medical records were shared with a third party without my consent. This is absolutely unacceptable.,Healthcare & Pharmacy
Very frustrated customer here. Pharmacy dispensed expired medicine and refused to accept responsibility. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Filing a formal complaint. Nurse administered incorrect dosage of injection and hospital denied the mistake. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Worst experience ever. Credit score was incorrectly reported and the bank refuses to correct it. I am considering switching to a competitor.,Banking & Finance
Long-time loyal customer here. Delivery partner was extremely rude and threw the food bag at my doorstep. Please resolve this as a matter of urgency.,Food Delivery & Restaurant
Charged international roaming rates even though I was in the home country. I will escalate this to a higher authority.,Telecom & Internet
Filing a formal complaint. Food quality has declined drastically and portions have become much smaller. I am considering switching to a competitor.,Food Delivery & Restaurant
Worst experience ever. Warranty claim rejected even though the product failed within warranty period. I demand immediate resolution.,E-commerce & Shopping
Worst experience ever. Promo code was accepted but full price was charged on my final bill. I demand immediate resolution.,Food Delivery & Restaurant
I cannot believe this happened. Online doctor consultation app showed doctor available but was unresponsive. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Filing a formal complaint. Router provided by the company is defective and replacement is taking weeks. Awaiting your prompt response.,Telecom & Internet
Charged shipping fee even though my order qualified for free delivery. I am considering switching to a competitor.,E-commerce & Shopping
Worst experience ever. Charged shipping fee even though my order qualified for free delivery. I will escalate this to a higher authority.,E-commerce & Shopping
Very frustrated customer here. Medical records were shared with a third party without my consent.,Healthcare & Pharmacy
Worst experience ever. Customer support is unreachable; I have been on hold for hours. I am considering switching to a competitor.,Telecom & Internet
Filing a formal complaint. My credit card was charged twice for the same transaction and nobody is helping me. This is absolutely unacceptable.,Banking & Finance
Long-time loyal customer here. I was prescribed the wrong medication and it caused serious side effects. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Third time complaining about this. Made to wait five hours even though I had a confirmed appointment. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Extremely disappointed. Refund for missing items was denied even though I sent photographic evidence. I am considering switching to a competitor.,Food Delivery & Restaurant
I cannot believe this happened. I have a severe nut allergy and they sent food with nuts despite instructions. I will escalate this to a higher authority.,Food Delivery & Restaurant
Third time complaining about this. Overdraft fee charged even though I had sufficient balance in my account. I demand immediate resolution.,Banking & Finance
Worst experience ever. Food quality has declined drastically and portions have become much smaller.,Food Delivery & Restaurant
Extremely disappointed. Discount code was not applied at checkout despite being valid and active. My entire family is affected by this issue.,E-commerce & Shopping
Third time complaining about this. Delivery driver marked the order as delivered but it never arrived. My entire family is affected by this issue.,Food Delivery & Restaurant
Worst experience ever. My loan application has been pending for three weeks with absolutely no update. Awaiting your prompt response.,Banking & Finance
Very frustrated customer here. Unauthorized transactions appeared on my statement and the bank refuses to investigate. I am considering switching to a competitor.,Banking & Finance
Third time complaining about this. Router provided by the company is defective and replacement is taking weeks. I will escalate this to a higher authority.,Telecom & Internet
Worst experience ever. I applied for a refund three months ago and still have not received it. I demand immediate resolution.,Banking & Finance
Extremely disappointed. ATM swallowed my card and the helpline kept me on hold for over two hours. This is absolutely unacceptable.,Banking & Finance
Worst experience ever. Online doctor consultation app showed doctor available but was unresponsive. My entire family is affected by this issue.,Healthcare & Pharmacy
Data rollover feature was removed without any notification or consent. I am considering switching to a competitor.,Telecom & Internet
I cannot believe this happened. Wrong items were delivered and the restaurant refused to send replacements. I demand immediate resolution.,Food Delivery & Restaurant
Filing a formal complaint. Package arrived completely damaged and the contents were broken. My entire family is affected by this issue.,E-commerce & Shopping
I cannot believe this happened. Charging me for a device I returned in good condition last month. I will escalate this to a higher authority.,Telecom & Internet
Filing a formal complaint. Product was listed in-stock but order was cancelled after five days. This is absolutely unacceptable.,E-commerce & Shopping
Filing a formal complaint. Pharmacy dispensed expired medicine and refused to accept responsibility. I will escalate this to a higher authority.,Healthcare & Pharmacy
Extremely disappointed. Customer service chatbot is useless and no human agent is available. I am considering switching to a competitor.,E-commerce & Shopping
Filing a formal complaint. No cutlery or napkins included even though I specifically requested them. Awaiting your prompt response.,Food Delivery & Restaurant
Very frustrated customer here. Delivery driver marked the order as delivered but it never arrived. Please resolve this as a matter of urgency.,Food Delivery & Restaurant
Worst experience ever. Bank teller was extremely rude and refused to process my cheque. I demand immediate resolution.,Banking & Finance
Extremely disappointed. Annual fee was deducted even though I opted for a fee-waiver account. I am considering switching to a competitor.,Banking & Finance
Gift card balance deducted but the order was not placed successfully. I will escalate this to a higher authority.,E-commerce & Shopping
Third time complaining about this. I was prescribed the wrong medication and it caused serious side effects. My entire family is affected by this issue.,Healthcare & Pharmacy
Worst experience ever. I applied for a refund three months ago and still have not received it.,Banking & Finance
I cannot believe this happened. Charged for a specialist visit but I only saw a general practitioner. My entire family is affected by this issue.,Healthcare & Pharmacy
Third time complaining about this. Order was cancelled after thirty minutes of waiting without explanation. I will escalate this to a higher authority.,Food Delivery & Restaurant
Extremely disappointed. Wire transfer was delayed for five business days with no explanation from the bank. I am considering switching to a competitor.,Banking & Finance
Third time complaining about this. The bank froze my account without any prior notice and I cannot access my funds. I am considering switching to a competitor.,Banking & Finance
Extremely disappointed. International transaction was blocked without any prior notice. I am considering switching to a competitor.,Banking & Finance
I cannot believe this happened. My loan application has been pending for three weeks with absolutely no update. I demand immediate resolution.,Banking & Finance
Third time complaining about this. Wrong items were delivered and the restaurant refused to send replacements. I demand immediate resolution.,Food Delivery & Restaurant
Extremely disappointed. Package arrived completely damaged and the contents were broken.,E-commerce & Shopping
Extremely disappointed. Billed for a service I never subscribed to and cancellation was denied.,Telecom & Internet
Third time complaining about this. Customer support is unreachable; I have been on hold for hours. I demand immediate resolution.,Telecom & Internet
Very frustrated customer here. Online banking portal crashes every time I try to transfer money. Awaiting your prompt response.,Banking & Finance
Long-time loyal customer here. Refund was promised within seven days but three weeks passed with no credit. Please resolve this as a matter of urgency.,E-commerce & Shopping
Extremely disappointed. Charging me for a device I returned in good condition last month.,Telecom & Internet
Filing a formal complaint. Ambulance arrived thirty minutes late for an emergency call. I will escalate this to a higher authority.,Healthcare & Pharmacy
Worst experience ever. Subscription was auto-renewed without sending any reminder or notification. I demand immediate resolution.,Telecom & Internet
Long-time loyal customer here. Warranty claim rejected even though the product failed within warranty period. Awaiting your prompt response.,E-commerce & Shopping
I cannot believe this happened. Flash sale price was shown but full price was charged at checkout.,E-commerce & Shopping
Filing a formal complaint. Hospital discharged me prematurely and my condition worsened within 24 hours. I will escalate this to a higher authority.,Healthcare & Pharmacy
Filing a formal complaint. My unlimited plan was throttled to 2G speeds after just ten days. I demand immediate resolution.,Telecom & Internet
Filing a formal complaint. Router provided by the company is defective and replacement is taking weeks. Awaiting your prompt response.,Telecom & Internet
I cannot believe this happened. Internet speed drops to zero every evening even though I pay for 100 Mbps. This is absolutely unacceptable.,Telecom & Internet
Extremely disappointed. Promo code was accepted but full price was charged on my final bill. My entire family is affected by this issue.,Food Delivery & Restaurant
Third time complaining about this. Discount code was not applied at checkout despite being valid and active. Please resolve this as a matter of urgency.,E-commerce & Shopping
Worst experience ever. Ambulance arrived thirty minutes late for an emergency call. Please resolve this as a matter of urgency.,Healthcare & Pharmacy
Subscription box sent last month's items again instead of new products. I will escalate this to a higher authority.,E-commerce & Shopping
Extremely disappointed. Debit card declined at the supermarket even though I had available funds.,Banking & Finance
Very frustrated customer here. Delivery partner was extremely rude and threw the food bag at my doorstep. I demand immediate resolution.,Food Delivery & Restaurant
Customer service chatbot is useless and no human agent is available. I will escalate this to a higher authority.,E-commerce & Shopping
Extremely disappointed. My credit card was charged twice for the same transaction and nobody is helping me.,Banking & Finance
Extremely disappointed. Health app is showing incorrect readings and support is unresponsive. This is absolutely unacceptable.,Healthcare & Pharmacy
I cannot believe this happened. Delivery partner was extremely rude and threw the food bag at my doorstep. This is absolutely unacceptable.,Food Delivery & Restaurant
Long-time loyal customer here. The bank sent my personal details to the wrong email address. My entire family is affected by this issue.,Banking & Finance
Third time complaining about this. Router provided by the company is defective and replacement is taking weeks. Please resolve this as a matter of urgency.,Telecom & Internet
Third time complaining about this. Unauthorized transactions appeared on my statement and the bank refuses to investigate. I will escalate this to a higher authority.,Banking & Finance
Filing a formal complaint. The food smelled rotten and appeared cooked several hours before delivery. My entire family is affected by this issue.,Food Delivery & Restaurant
Received an expired product from the online grocery store. Please resolve this as a matter of urgency.,E-commerce & Shopping
I cannot believe this happened. Flash sale price was shown but full price was charged at checkout. I will escalate this to a higher authority.,E-commerce & Shopping
"Filing a formal complaint. Product quality was terrible, nothing like the photos shown online. Please resolve this as a matter of urgency.",E-commerce & Shopping
Long-time loyal customer here. Credit score was incorrectly reported and the bank refuses to correct it. I am considering switching to a competitor.,Banking & Finance
Worst experience ever. Refund was promised within seven days but three weeks passed with no credit. This is absolutely unacceptable.,E-commerce & Shopping
Third time complaining about this. Delivery partner was extremely rude and threw the food bag at my doorstep.,Food Delivery & Restaurant
Filing a formal complaint. Seller sent a counterfeit product and the platform is taking no action. Awaiting your prompt response.,E-commerce & Shopping
Worst experience ever. Charged international roaming rates even though I was in the home country. I am considering switching to a competitor.,Telecom & Internet
The bank froze my account without any prior notice and I cannot access my funds.,Banking & Finance
Filing a formal complaint. Technical team closed my ticket without fixing the connectivity issue. Please resolve this as a matter of urgency.,Telecom & Internet
Long-time loyal customer here. The restaurant lied about preparation time and order was two hours late. I am considering switching to a competitor.,Food Delivery & Restaurant
Extremely disappointed. Customer service chatbot is useless and no human agent is available. I will escalate this to a higher authority.,E-commerce & Shopping
Fiber installation was promised in two days but it has been three weeks. Please resolve this as a matter of urgency.,Telecom & Internet
Internet speed drops to zero every evening even though I pay for 100 Mbps. This is absolutely unacceptable.,Telecom & Internet
Very frustrated customer here. Hospital discharged me prematurely and my condition worsened within 24 hours. I will escalate this to a higher authority.,Healthcare & Pharmacy
Extremely disappointed. I was prescribed the wrong medication and it caused serious side effects.,Healthcare & Pharmacy
I cannot believe this happened. My food order arrived two hours late and was completely cold when delivered.,Food Delivery & Restaurant
Worst experience ever. Charged for a specialist visit but I only saw a general practitioner.,Healthcare & Pharmacy
Extremely disappointed. The food smelled rotten and appeared cooked several hours before delivery. I will escalate this to a higher authority.,Food Delivery & Restaurant
Extremely disappointed. Charged international roaming rates even though I was in the home country.,Telecom & Internet
Long-time loyal customer here. Delivery partner was extremely rude and threw the food bag at my doorstep. I will escalate this to a higher authority.,Food Delivery & Restaurant
Worst experience ever. Delivery partner was extremely rude and threw the food bag at my doorstep. I demand immediate resolution.,Food Delivery & Restaurant
Third time complaining about this. Medical records were shared with a third party without my consent. My entire family is affected by this issue.,Healthcare & Pharmacy
Very frustrated customer here. Billed for a service I never subscribed to and cancellation was denied. I demand immediate resolution.,Telecom & Internet
Extremely disappointed. Ambulance arrived thirty minutes late for an emergency call. Awaiting your prompt response.,Healthcare & Pharmacy
Long-time loyal customer here. Subscription box sent last month's items again instead of new products.,E-commerce & Shopping
Long-time loyal customer here. Medical records were shared with a third party without my consent. I am considering switching to a competitor.,Healthcare & Pharmacy
Third time complaining about this. The food smelled rotten and appeared cooked several hours before delivery. This is absolutely unacceptable.,Food Delivery & Restaurant
Long-time loyal customer here. Annual fee was deducted even though I opted for a fee-waiver account. This is absolutely unacceptable.,Banking & Finance
Filing a formal complaint. Subscription box sent last month's items again instead of new products. This is absolutely unacceptable.,E-commerce & Shopping
Filing a formal complaint. Delivery partner was extremely rude and threw the food bag at my doorstep. Please resolve this as a matter of urgency.,Food Delivery & Restaurant
Clinic lost my medical test reports and asked me to repeat all tests. I will escalate this to a higher authority.,Healthcare & Pharmacy
Long-time loyal customer here. Subscription was auto-renewed without sending any reminder or notification. Awaiting your prompt response.,Telecom & Internet
Worst experience ever. Interest rates were changed without informing me. This is completely unacceptable. I demand immediate resolution.,Banking & Finance
Third time complaining about this. Technical team closed my ticket without fixing the connectivity issue.,Telecom & Internet
Filing a formal complaint. Warranty claim rejected even though the product failed within warranty period. Please resolve this as a matter of urgency.,E-commerce & Shopping
Very frustrated customer here. Internet speed drops to zero every evening even though I pay for 100 Mbps. Please resolve this as a matter of urgency.,Telecom & Internet
Fiber installation was promised in two days but it has been three weeks.,Telecom & Internet
I cannot believe this happened. Billed for a service I never subscribed to and cancellation was denied. This is absolutely unacceptable.,Telecom & Internet
I cannot believe this happened. Customer service chatbot is useless and no human agent is available. I will escalate this to a higher authority.,E-commerce & Shopping
Third time complaining about this. Seller is asking for direct payment outside the platform. Please resolve this as a matter of urgency.,E-commerce & Shopping
Extremely disappointed. Wrong items were delivered and the restaurant refused to send replacements. I am considering switching to a competitor.,Food Delivery & Restaurant
Very frustrated customer here. Refund was promised within seven days but three weeks passed with no credit. Please resolve this as a matter of urgency.,E-commerce & Shopping
Pharmacy kept my prescription but claimed they never received it. My entire family is affected by this issue.,Healthcare & Pharmacy
Filing a formal complaint. Network outage in my entire neighborhood has lasted more than 48 hours.,Telecom & Internet
Worst experience ever. Appointment was scheduled but the doctor did not show up at the clinic.,Healthcare & Pharmacy
Filing a formal complaint. I applied for a refund three months ago and still have not received it. I am considering switching to a competitor.,Banking & Finance
I cannot believe this happened. Appointment was scheduled but the doctor did not show up at the clinic. I demand immediate resolution.,Healthcare & Pharmacy
Third time complaining about this. Overdraft fee charged even though I had sufficient balance in my account.,Banking & Finance
Return request was rejected without any valid reason by the seller. Awaiting your prompt response.,E-commerce & Shopping
Third time complaining about this. The bank sent my personal details to the wrong email address. Awaiting your prompt response.,Banking & Finance
Third time complaining about this. Warranty claim rejected even though the product failed within warranty period. I am considering switching to a competitor.,E-commerce & Shopping
Worst experience ever. My order was marked as delivered but I never received anything at my address. Awaiting your prompt response.,E-commerce & Shopping
Extremely disappointed. My phone number was ported to another carrier without my authorization. Awaiting your prompt response.,Telecom & Internet
Long-time loyal customer here. Gift card balance deducted but the order was not placed successfully. I demand immediate resolution.,E-commerce & Shopping
Long-time loyal customer here. Mobile app keeps logging me out and I cannot complete any transactions. This is absolutely unacceptable.,Banking & Finance
Third time complaining about this. Refund for missing items was denied even though I sent photographic evidence. Please resolve this as a matter of urgency.,Food Delivery & Restaurant
I cannot believe this happened. Interest rates were changed without informing me. This is completely unacceptable.,Banking & Finance
Long-time loyal customer here. Ambulance arrived thirty minutes late for an emergency call. I demand immediate resolution.,Healthcare & Pharmacy
Extremely disappointed. Wire transfer was delayed for five business days with no explanation from the bank. This is absolutely unacceptable.,Banking & Finance
Third time complaining about this. Debit card declined at the supermarket even though I had available funds. Please resolve this as a matter of urgency.,Banking & Finance
I cannot believe this happened. My unlimited plan was throttled to 2G speeds after just ten days. I demand immediate resolution.,Telecom & Internet
I cannot believe this happened. Size chart was completely wrong and the returned item is being refused. I demand immediate resolution.,E-commerce & Shopping
Worst experience ever. Overdraft fee charged even though I had sufficient balance in my account. This is absolutely unacceptable.,Banking & Finance
